region,imagery_date,frame,leaf_state,viewpoint,n_px,index,ratio_to_conifer,withheld_reason
felling_1998_3,2017-04-22,site22-4-2017m.png,emerging,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2017-04-22,site22-4-2017m.png,emerging,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2017-04-22,site22-4-2017m.png,emerging,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2017-04-22,site22-4-2017m.png,emerging,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,36152,,,reference separation -0.0161 < 0.02
clearfell,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,16301,,,reference separation -0.0161 < 0.02
felling_experiment,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,14736,,,reference separation -0.0161 < 0.02
felling_1998_1,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,18982,,,reference separation -0.0161 < 0.02
felling_1998_2,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,5912,,,reference separation -0.0161 < 0.02
felling_1998_3,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,15486,,,reference separation -0.0161 < 0.02
forest_control,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,111173,,,reference separation -0.0161 < 0.02
warren_control,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,71133,,,reference separation -0.0161 < 0.02
forest_in_view,2017-04-22,seabed22-4-2017-o.png,emerging,vp6,913780,,,reference separation -0.0161 < 0.02
broadleaf_restock,2017-04-22,aerial22-4-2017.png,emerging,vp1,31706,1.044729806578668,1.0372760024926369,
clearfell,2017-04-22,aerial22-4-2017.png,emerging,vp1,28575,1.235268834452972,1.2264555969750968,
felling_experiment,2017-04-22,aerial22-4-2017.png,emerging,vp1,25581,1.247639741489676,1.2387382416526362,
felling_1998_1,2017-04-22,aerial22-4-2017.png,emerging,vp1,29896,0.7302006915743781,0.7249909494341551,
felling_1998_2,2017-04-22,aerial22-4-2017.png,emerging,vp1,11920,0.6526761863816313,0.6480195561273089,
felling_1998_3,2017-04-22,aerial22-4-2017.png,emerging,vp1,16640,0.8616519505700085,0.8555043468647706,
forest_control,2017-04-22,aerial22-4-2017.png,emerging,vp1,156622,1.2195807157321799,1.2108794078294798,
warren_control,2017-04-22,aerial22-4-2017.png,emerging,vp1,120367,-0.015378281935316785,-0.015268562943857176,
forest_in_view,2017-04-22,aerial22-4-2017.png,emerging,vp1,879182,1.0071859409338684,1.0,
broadleaf_restock,2017-04-22,seabed22-4-2017.png,emerging,vp3,2794,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2017-04-22,seabed22-4-2017.png,emerging,vp3,2044,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2017-04-22,seabed22-4-2017.png,emerging,vp3,1794,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2017-04-22,seabed22-4-2017.png,emerging,vp3,2188,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2017-04-22,seabed22-4-2017.png,emerging,vp3,799,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2017-04-22,seabed22-4-2017.png,emerging,vp3,1469,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2017-04-22,seabed22-4-2017.png,emerging,vp3,12199,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2017-04-22,seabed22-4-2017.png,emerging,vp3,8521,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2017-04-22,seabed22-4-2017.png,emerging,vp3,97828,,,ground sampling distance 4.77 m/px > 2.0 — the 5 px texture window spans 24 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,31706,1.1308052594725964,1.12287685101316,
clearfell,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,28575,0.14085019024072226,0.13986264810606805,
felling_experiment,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,25581,0.12266697371217075,0.12180691945974657,
felling_1998_1,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,29896,0.6791162589121463,0.6743547749634325,
felling_1998_2,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,11920,0.7336619467392153,0.7285180269208668,
felling_1998_3,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,16640,0.6076802734652987,0.6034196482334865,
forest_control,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,156622,1.1485713357356933,1.1405183640871883,
warren_control,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,120367,-0.03244100910383957,-0.03221355564193093,
forest_in_view,2018-06-28,aerial28-6-2018.png,full_leaf,vp1,879182,1.0070607996346908,1.0,
broadleaf_restock,2018-06-28,site28-6-2018m.png,full_leaf,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2018-06-28,site28-6-2018m.png,full_leaf,vp2,5515,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2018-06-28,site28-6-2018m.png,full_leaf,vp2,4964,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2018-06-28,site28-6-2018m.png,full_leaf,vp2,5890,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2018-06-28,site28-6-2018m.png,full_leaf,vp2,2224,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2018-06-28,site28-6-2018m.png,full_leaf,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2018-06-28,site28-6-2018m.png,full_leaf,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2018-06-28,site28-6-2018m.png,full_leaf,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2018-06-28,site28-6-2018m.png,full_leaf,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,31706,1.208808637201874,1.2062856321597302,
clearfell,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,28575,0.13642511195828255,0.1361403677607704,
felling_experiment,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,25581,0.12255798486037472,0.12230218389714412,
felling_1998_1,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,29896,0.743939371950504,0.7423866342145914,
felling_1998_2,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,11920,0.624868520816675,0.6235643057571708,
felling_1998_3,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,16640,0.779032723312302,0.7774067393240822,
forest_control,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,156622,1.1661027028119182,1.1636688328772506,
warren_control,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,120367,0.01246322856470879,0.012437215523816776,
forest_in_view,2018-07-08,aerial8-7-2018.png,full_leaf,vp1,879182,1.0020915486140929,1.0,
broadleaf_restock,2018-07-08,site8-7-2018m.png,full_leaf,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2018-07-08,site8-7-2018m.png,full_leaf,vp2,5515,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2018-07-08,site8-7-2018m.png,full_leaf,vp2,4964,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2018-07-08,site8-7-2018m.png,full_leaf,vp2,5890,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2018-07-08,site8-7-2018m.png,full_leaf,vp2,2224,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2018-07-08,site8-7-2018m.png,full_leaf,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2018-07-08,site8-7-2018m.png,full_leaf,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2018-07-08,site8-7-2018m.png,full_leaf,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2018-07-08,site8-7-2018m.png,full_leaf,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,7525,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,6208,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,5636,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,6610,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,2625,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,3859,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,36105,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,25847,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2019-07-29,seabed29-7-2019-a.png,full_leaf,vp5,333130,,,ground sampling distance 2.96 m/px > 2.0 — the 5 px texture window spans 15 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,31706,1.1377366386048933,1.1370533679533896,
clearfell,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,28575,0.06816632622931865,0.06812538876756087,
felling_experiment,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,25581,0.05198304108208712,0.051951822533662026,
felling_1998_1,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,29896,0.75103810640752,0.7505870685496742,
felling_1998_2,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,11920,0.5667657137311787,0.5664253411305864,
felling_1998_3,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,16640,0.7351792999014254,0.7347377860904334,
forest_control,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,156622,1.1693403056888962,1.1686380553742037,
warren_control,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,120367,-0.03471018869233315,-0.034689343399638084,
forest_in_view,2019-07-29,aerial29-7-2019.png,full_leaf,vp1,879182,1.0006009134406184,1.0,
broadleaf_restock,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,11094,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,1445,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,936,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,0,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,0,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,824,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,13204,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,30007,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2019-07-29,seabed29-7-2019-b.png,full_leaf,vp5,39547,,,ground sampling distance 2.63 m/px > 2.0 — the 5 px texture window spans 13 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2019-07-29,site29-7-2019m.png,full_leaf,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2019-07-29,site29-7-2019m.png,full_leaf,vp2,5515,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2019-07-29,site29-7-2019m.png,full_leaf,vp2,4964,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2019-07-29,site29-7-2019m.png,full_leaf,vp2,5890,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2019-07-29,site29-7-2019m.png,full_leaf,vp2,2224,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2019-07-29,site29-7-2019m.png,full_leaf,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2019-07-29,site29-7-2019m.png,full_leaf,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2019-07-29,site29-7-2019m.png,full_leaf,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2019-07-29,site29-7-2019m.png,full_leaf,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2019-09-11,site11-9-2019m.png,senescing,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2019-09-11,site11-9-2019m.png,senescing,vp2,5515,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2019-09-11,site11-9-2019m.png,senescing,vp2,4964,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2019-09-11,site11-9-2019m.png,senescing,vp2,5890,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_2,2019-09-11,site11-9-2019m.png,senescing,vp2,2224,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_3,2019-09-11,site11-9-2019m.png,senescing,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2019-09-11,site11-9-2019m.png,senescing,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2019-09-11,site11-9-2019m.png,senescing,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2019-09-11,site11-9-2019m.png,senescing,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2019-09-11,aerial11-9-2019.png,senescing,vp1,31706,1.0546511479098584,1.0575005966208544,
clearfell,2019-09-11,aerial11-9-2019.png,senescing,vp1,28575,0.09100867866283696,0.09125456524118015,
felling_experiment,2019-09-11,aerial11-9-2019.png,senescing,vp1,25581,0.08319360885083323,0.08341838073106388,
felling_1998_1,2019-09-11,aerial11-9-2019.png,senescing,vp1,29896,0.7725742072658646,0.774661542574232,
felling_1998_2,2019-09-11,aerial11-9-2019.png,senescing,vp1,11920,0.5816669897434165,0.583238533336232,
felling_1998_3,2019-09-11,aerial11-9-2019.png,senescing,vp1,16640,0.7290867923401455,0.7310566336708596,
forest_control,2019-09-11,aerial11-9-2019.png,senescing,vp1,156622,1.1609037770670512,1.1640402983496667,
warren_control,2019-09-11,aerial11-9-2019.png,senescing,vp1,120367,-0.006009474544041455,-0.006025710898145102,
forest_in_view,2019-09-11,aerial11-9-2019.png,senescing,vp1,879182,0.9973054873726774,1.0,
broadleaf_restock,2020-03-31,aerial31-3-2020.png,emerging,vp1,31706,1.1566365728143073,1.14859634062745,
clearfell,2020-03-31,aerial31-3-2020.png,emerging,vp1,28575,,,cloud shadow over the compartment (visual inspection)
felling_experiment,2020-03-31,aerial31-3-2020.png,emerging,vp1,25581,,,cloud shadow over the compartment (visual inspection)
felling_1998_1,2020-03-31,aerial31-3-2020.png,emerging,vp1,29896,,,cloud shadow over the block (visual inspection)
felling_1998_2,2020-03-31,aerial31-3-2020.png,emerging,vp1,11920,,,cloud shadow over the block (visual inspection)
felling_1998_3,2020-03-31,aerial31-3-2020.png,emerging,vp1,16640,0.7767375327364726,0.7713381270301043,
forest_control,2020-03-31,aerial31-3-2020.png,emerging,vp1,156622,1.1730466635080432,1.1648923583768522,
warren_control,2020-03-31,aerial31-3-2020.png,emerging,vp1,120367,-0.03565733655913658,-0.035409468497691145,
forest_in_view,2020-03-31,aerial31-3-2020.png,emerging,vp1,879182,1.0070000503244378,1.0,
broadleaf_restock,2020-03-31,site31-3-2020m.png,emerging,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2020-03-31,site31-3-2020m.png,emerging,vp2,5515,,,cloud shadow over the compartment (visual inspection)
felling_experiment,2020-03-31,site31-3-2020m.png,emerging,vp2,4964,,,cloud shadow over the compartment (visual inspection)
felling_1998_1,2020-03-31,site31-3-2020m.png,emerging,vp2,5890,,,cloud shadow over the block (visual inspection)
felling_1998_2,2020-03-31,site31-3-2020m.png,emerging,vp2,2224,,,cloud shadow over the block (visual inspection)
felling_1998_3,2020-03-31,site31-3-2020m.png,emerging,vp2,3684,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_control,2020-03-31,site31-3-2020m.png,emerging,vp2,32462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
warren_control,2020-03-31,site31-3-2020m.png,emerging,vp2,23437,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
forest_in_view,2020-03-31,site31-3-2020m.png,emerging,vp2,335665,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
broadleaf_restock,2020-04-24,aerial24-4-2020.png,emerging,vp1,31706,1.130491038656844,1.1276200900186886,
clearfell,2020-04-24,aerial24-4-2020.png,emerging,vp1,28575,0.14953265418657655,0.1491529071959177,
felling_experiment,2020-04-24,aerial24-4-2020.png,emerging,vp1,25581,0.13710547029740605,0.13675728287284963,
felling_1998_1,2020-04-24,aerial24-4-2020.png,emerging,vp1,29896,0.8950569426355018,0.8927838927636654,
felling_1998_2,2020-04-24,aerial24-4-2020.png,emerging,vp1,11920,0.8184956332148753,0.8164170153018077,
felling_1998_3,2020-04-24,aerial24-4-2020.png,emerging,vp1,16640,,,cloud over the block (visual inspection)
forest_control,2020-04-24,aerial24-4-2020.png,emerging,vp1,156622,1.0701605909296512,1.067442855020141,
warren_control,2020-04-24,aerial24-4-2020.png,emerging,vp1,120367,0.021149105531376212,0.021095396131082644,
forest_in_view,2020-04-24,aerial24-4-2020.png,emerging,vp1,879182,1.0025460247325924,1.0,
broadleaf_restock,2021-03-24,site24-3-2021m.png,emerging,vp2,7462,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
clearfell,2021-03-24,site24-3-2021m.png,emerging,vp2,5515,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_experiment,2021-03-24,site24-3-2021m.png,emerging,vp2,4964,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
felling_1998_1,2021-03-24,site24-3-2021m.png,emerging,vp2,5890,,,ground sampling distance 2.88 m/px > 2.0 — the 5 px texture window spans 14 m of ground and cannot resolve a crown. Measured: this viewpoint's index correlates with the aerial index of the same region on the same day at r = +0.089
