Parameter,Well,Era,Value,Unit,Note
pastas_vs_ssmB_efold_months_median_ratio_identified_full,,,1.2320624182669526,,"median Pastas:ssmB ratio of efold_months (p16 1.094, p84 1.349; identified, full_record)"
pastas_vs_ssmA_efold_months_r_identified_full,,,0.8920859406358121,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmA at n = 62 wells (identified, full_record)"
pastas_vs_ssmA_efold_months_rho_identified_full,,,0.7737150915363502,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmA at n = 62 wells (identified, full_record)"
pastas_vs_ssmA_efold_months_median_ratio_identified_full,,,0.49754880189378614,,"median Pastas:ssmA ratio of efold_months (p16 0.322, p84 0.740; identified, full_record)"
pastas_vs_ssmB_f_evap_r_identified_full,,,0.9744146106420207,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_f_evap_rho_identified_full,,,0.955453149001536,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_f_evap_median_ratio_identified_full,,,0.8996238443100303,,"median Pastas:ssmB ratio of f_evap (p16 0.847, p84 0.962; identified, full_record)"
pastas_vs_ssmA_f_evap_r_identified_full,,,0.712084850435565,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_f_evap_rho_identified_full,,,0.3483582949308756,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_f_evap_median_ratio_identified_full,,,1.3607009894675632,,"median Pastas:ssmA ratio of f_evap (p16 1.088, p84 1.963; identified, full_record)"
pastas_vs_ssmB_base_level_m_r_identified_full,,,0.9622381440356536,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_base_level_m_rho_identified_full,,,0.9740783410138248,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_base_level_m_median_diff_identified_full,,,-0.27647245166690015,m,"median Pastas minus ssmB base level (identified, full_record)"
pastas_vs_ssmA_base_level_m_r_identified_full,,,,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_base_level_m_rho_identified_full,,,,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_base_level_m_median_diff_identified_full,,,1.9886614250258856,m,"median Pastas minus ssmA base level (identified, full_record)"
pastas_synthetic_beta_1_recharge_ratio_median,,,1.0043385116421877,,median over the five synthetic centroid wells of Pastas-recovered / generating beta_1_recharge: the unit conversion check
pastas_synthetic_beta_2_atmospheric_draw_ratio_median,,,0.9923398565562077,,median over the five synthetic centroid wells of Pastas-recovered / generating beta_2_atmospheric_draw: the unit conversion check
pastas_synthetic_beta_3_drainage_ratio_median,,,1.006298912266992,,median over the five synthetic centroid wells of Pastas-recovered / generating beta_3_drainage: the unit conversion check
pastas_synthetic_gain_ratio_median,,,0.9982454959000475,,median over the five synthetic centroid wells of Pastas-recovered / generating gain: the unit conversion check
pastas_synthetic_efold_months_ratio_median,,,0.9930419146134265,,median over the five synthetic centroid wells of Pastas-recovered / generating efold_months: the unit conversion check
pastas_synthetic_f_evap_ratio_median,,,0.9878615278804723,,median over the five synthetic centroid wells of Pastas-recovered / generating f_evap: the unit conversion check
pastas_synthetic_base_level_diff_median,,,-0.009479948004211813,m,median Pastas-recovered minus generating base level on the synthetic wells
