document,kind,key,page,pdf,pdf_built,n_matches
Newborough_Methods_Supplement,para,mostofthesupplementrepor,12,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Hydrology year conventions,12,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,therowlabelled20070701fo,12,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Concrete example,12,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thessmusesthisrowtoexpla,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thestatespacemodelssmist,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,F.3 The state-space model --- displacement formulation,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,htisthechangeinwatertabl,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Equation,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thequantityzht1isthedisp,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,allthreevaluesarereporte,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Sign conventions,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,inthedesignmatrixconstru,13,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thecolumnispapositivemea,14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,twoofthesesignsarehardas,14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thedrainagetermusesthewa,14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,"Why *h(t−1)*, not *h(t)*",14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,firsthtisthedependentvar,14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,secondandphysicallydrain,14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,whynotthewithinmonthmean,14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,darcyinterpretationguard,14,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theimplementationinmodel,15,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,whichproducesdisplacemen,15,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,drainagedatum37misthedep,15,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Drainage datum (3.7 m),15,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theroleofthedatumistoshi,15,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thedatumconventionisnoti,16,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,hisinvariantunderthechoi,16,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,perwelloptimaldatumswher,16,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,absoluteversussurfacefol,16,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theauthoritativeimplemen,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Implementation: *model_utils.fit_ssm()*,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,fitssmhseriesclimatelagn,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,drainagedatumdrainagedat,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,provenancenoneexcludeint,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,fitssmintercepthseriescl,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,drainagedatumdrainagedat,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,provenancenoneexcludeint,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,withdefaultsthatproducet,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theprovenanceandexcludei,17,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theheadlinessmismodelano,18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Two regimes: no-intercept (A) and with-intercept (B),18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,modelbwithinterceptbisfi,18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,assertphysicalsignsiscal,18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Sanity-check assertions,18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theprincipleisthatthepip,18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,allvaluesthatareconstant,18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,"F.4 Configuration, constants, and the cluster partition",18,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thebwrenderingmodebwmode,19,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,What is in *config.py*,19,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thereferencenetworkispar,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,The k=5 partition,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,02clusteringpycarriesacl,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thek5partitionsupersedes,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Partition history,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,referencestoc6lakeortida,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thisprinciplewarrantsits,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,The identity-vs-integer keying principle,20,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thingskeyedonclusteriden,21,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thingskeyedonclusterinte,21,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theconventiongoingforwar,21,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,severaldictsinthecodebas,21,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,twoperclusterspecificyie,21,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Specific yield: two values per cluster,21,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thefettervaluesarelitera,21,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thescriptsinthepostphase,22,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Scripts in the post-Phase-2 region --- naming and step assignment,22,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,script11c11cpfloodachiev,22,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,anewfamilyofconstantsinu,23,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,MSL aggregation --- constants and conventions,23,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,mslspringmonths345marcha,24,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,apairofinterventionlinec,24,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,interventioncolourscrape,24,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,ukcp18multipliersusedbyt,24,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,themultipliersscaletheob,24,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,asubsetofconfigpyconstan,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,*pipeline_params.py* --- the consolidated scenario parameter file,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thearchitectureisproduce,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,script01writestheinitial,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,eachvaluecarriesasourcec,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,eightmodulesinsrcutilsca,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,F.5 Shared utility modules,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,constantsandpalettef4cov,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,config.py,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,singlesourceoftruthforev,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,paths.py,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,1rootdirectoriesrootdird,25,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thenamingconventionisrig,26,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thessmspecificationf3cov,26,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,model_utils.py,26,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,buildssmframehseriesclim,26,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,aformercomputeintercepta,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,twonamedthresholdsminobs,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,threeshorthelpersshareda,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,data_utils.py,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,normalizewellnamevaluelo,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,sharedmoduleforthescript,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,clearfell_common.py,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,welltierdefinitionsimpac,27,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thesuitesharedmodulemake,28,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,analogoussharedmodulefor,28,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,scraping_common.py,28,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,interventiondatessharedw,28,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,consolidatedscenariopara,28,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,pipeline_params.py,28,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,writeinitialparamswellsc,28,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thedefaultsdictatthetopo,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,gisandmapplottinghelpers,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,map_utils.py,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,loaddemlayeraxdatadircol,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,themoduleroutesthroughbw,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,atypicalanalyticalscript,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,How the modules compose,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,fromutilsconfigimportdra,29,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,intwellscleanintclimatei,30,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,fromutilsmodelutilsimpor,30,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,fromutilsdatautilsimport,30,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thepatternisintentionalc,30,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thereferencenetworkadmit,30,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,F.6 Which record does each analysis use,30,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,twoconsequencesfollowand,30,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,everywindowinthetableisa,31,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,script01isthegatewaytoev,32,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Phase 1 --- Core LCSC Chain,32,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,S.1 Script 01 --- Data preparation,32,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Motivation,32,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thescriptrunsfourblocksi,33,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Inputs,33,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Methodology,33,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thesanitycheckpassesboth,33,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,climateprocessingthemeto,33,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,potentialevapotranspirat,33,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,bucketingtherawwellcsvis,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thecanonicalimplementati,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,dpdtodatetimewellsindexd,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,wellsindexnpwheredday15p,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,dtoperiodm1totimestampco,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,asinglewellmergerhandles,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,wellcleaningeachwellcolu,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thelimit1rulepermitsinte,34,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,positivereadingsarenotma,35,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,provenancetrackingalongs,35,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theprovenancefileisconsu,35,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,networkpartitioningthecl,35,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thereferencenetwork01wel,36,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,settingreferencenetworkw,36,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thefourcategoriesofexclu,36,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,1fe1fe4andlis1thesewells,36,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,elevationconversionthecl,36,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,acondensedelevationlooku,37,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thornthwaitepetthornthwa,37,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theheatindexiisatwelvemo,37,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thedepartureisrequiredbe,37,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,withtheboundarycondition,37,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,wherenisthemeanmonthlyda,38,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,scenarioparameterseedfin,38,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,allpathsresolvethroughut,39,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Outputs,39,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thereferencenetworkwhite,39,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Limitations and known caveats,39,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,31datapreparationbucketi,40,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Where the result appears in the report,40,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,f2bucketingconventiondat,40,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Cross-references,40,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,script02producestheclust,40,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,S.2 Script 02 --- Behavioural clustering,40,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Motivation,40,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,alongsidetheclusteringit,41,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thescriptproceedsinseven,41,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Inputs,41,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Methodology,41,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,1loadandpreparereference,41,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,2buildthecorrelationdist,41,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thematrixiscomputedbycor,41,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,3wardslinkageandthekswee,42,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,4bootstrapstabilitydiagn,42,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,monthwisepartitionstabil,42,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,5canonicalidremapremapcl,42,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theseanchorsareinteriorw,43,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,6clusterassignmentwriteo,43,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,7dendrogramandclusterhyd,43,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,amplitudedescriptorscomp,43,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,twoparallelclimatenormal,43,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,perwelldescriptorsarewri,44,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,wardslinkagesinglelinkag,44,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Site-specific choices and rationale,44,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,c3westernresidualisthelo,46,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Outputs,46,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Limitations and known caveats,46,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,32clusterdefinitionwards,46,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Where the result appears in the report,46,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,f4k5partitiontablewithan,47,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Cross-references,47,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,script03iswherethestates,47,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,S.3 Script 03 --- State-space regression and LCSC,47,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Motivation,47,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,thescriptrunselevenblock,48,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Inputs,48,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,heading,Methodology,48,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,centroidconstructionbuil,48,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,perwellfitsperwellfitsea,48,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theperwellmastertable03m,49,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,centroidheadlinefitscent,49,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
Newborough_Methods_Supplement,para,theclustercentroidcoeffi,49,docs/report/Newborough_Methods_Supplement.pdf,2026-09-25T23:47Z,1
